customerId,products
3080,76
2099,216|141|210
2100,66
2107,109
2109,76|76
69,268
5526,15
2125,2
88,161
5527,4|4|4
104,152
8297,47|161|161|161
110,58
2163,87|87|87
116,57
1726,15|153|12
119,291|51|265
9919,157|30
129,243|201|28
141,156
144,124|124|261
6297,254|254|254
157,134
169,266
5831,76|76
4288,2|144
2245,21
2247,164|134|16|181|46
4296,2
2251,170
205,148|281
10135,6|6
211,286|56
213,47|13|257|2|202|114
218,51|243|243
221,80|80|276
1825,13
4322,149
4323,70|7|7|7|268|268|2|234|234|188
2286,286|286|142|170
240,37|37|37
2295,76|76
250,113
6399,89|89
8457,99|208
8460,121|13
271,198
272,9|179|2
2322,106|15|139|77
1753,201
6428,161
4381,25
5510,209|6|6|26|26|26
294,4|4|144
303,12|164|164|164|227|46|46|46|149
9950,121|149|80|180
10035,9|9|9
319,104|104|170|170|148|181|181|35
4421,281
4426,294|294|294
331,67|62
4834,17
2389,128|128|128
347,219|219|219|236|236|16|16
6506,21
6559,13|51
9961,51|1|69|54
383,17|109|109|192
393,65
395,153
9965,87|87|87
4501,151
6551,70|298
408,126
2458,48|48|44
4508,262|262|262
1762,161|161|161
2467,254|149
2472,162|162|162|202|9|9|77
5606,76
9970,87|87|87
4527,45
6580,218
9946,128|128
451,214
1100,243|243
77,291
6608,109
9976,218
466,262|262|262
4569,55
8669,254|254|254
3493,280|140|0|237|0|265|175|42|175|0
480,273|273|2|195
4577,260|56|56
5542,121|121|121
8681,4|4
4586,190|49
5543,115
6636,46|46|46
9982,17
2562,206|52|257|46
4618,139|139
523,2|44
1981,46|46|136
533,245|245|57
4632,97|15
539,3|3
9989,245|245|245
9991,286|216|216
9992,77|52|49|140|282|190|190|57
1801,46
6720,3
581,46|46
9655,87|87|40|7
4687,2
4688,234
600,77
604,127|127|127|114
4705,28|121|121
2669,291
10003,225|225|34|34|34|46|46|4|4
2683,181|181|151|151|151
2687,87
4736,265|9|42|275
6787,109
6792,13|13|13
651,109|97
2713,6|6
8867,100|100|100|112|112|112
677,264
9979,6|6|6|294|294|294
2731,70|243|243|243
4782,141|148|148
688,136
689,9
4795,27
4797,6
2751,162|181|134
707,17|17|17
710,298|2|2|15
711,117
714,191|191|141|251
6877,172|172
738,77|13|205|57
4839,2|149
2794,76|260|260|126
6892,205|45
2800,17|17
6903,181|263|71|71|71|148
4867,259|45|6|6|210|76|76
6921,2
788,228
6945,15|15
807,90
808,77
6954,35
818,202|283|139|87|284
4918,106|195|46|46
848,17|69
850,2|2|110|110|110
9699,62|188|231
6996,46|164
9702,115|115|115
871,7|42
876,34|34|34
4973,2|2|76
7029,152
7030,70
2938,76|76|157|1
2947,151|151|227
4997,76|76
153,35|104|173|173
921,133
9711,128|128|128|87|87|87
9993,3|161
930,6|6|45|9|231
2981,149|262
940,56|211
945,63
7667,282
5828,13|13|196|289|289|289|77|200|200
951,21|55|290|257
1524,134|281
5055,262|262|262
3008,151|151|153|92
962,148|148|148
5061,42|246|205
972,291|146|168
3036,6|80|80|80|15
993,25
507,164|164|139|139|46|46|46|217|217|114
3048,6|284|74|74|246
4946,8|8|8
1008,2|21|298|298
1011,2
7159,162|298
1021,7|7|7|150|134|134|9|2|2
171,59|59|59|21
3077,181|181
1032,71|71
5133,164|164|153|179|273|46|46|47
1944,109|157|45|161
3091,18
1047,205|269|16|159
7809,139|139|52
5165,143|143|41|46|164
1071,257
5176,47
5178,139|21|79|8|261
7236,245|25|8|48|8|8|80|25|245|245
9399,109
6856,294|294
3160,31|45|45|42
1115,25|114|224
1118,15
1119,150
3176,298
1130,115
5233,138|188
1138,240
5235,126|126
1143,280|7|224
5242,75
5248,33|94|88
5252,281|170
1162,36|36|8|8|74
6313,201|201|201
5279,75|75|75|90|90|90
1184,64
1186,106|130|78
3240,217
3255,76
1745,15
5308,52
5357,85|85|49|49
9997,262|262
1221,33
9416,82|82
5667,153
1237,157|56
5334,164|164|46|46|46
1242,48|48|36
1244,46|164
9765,45|45
3296,19|19|124|165
3299,7
3303,87|87|87|128
3308,77
1261,153|12|12
1265,97
3316,209|209
9469,87|87
1286,77|17
9772,13|13|13
1308,42|42
5411,101
5681,294|294|128|87|87|41|41
5417,262|262|262
9514,240|240|62|62
9528,251
1354,190|124|80|80|49|113
1357,216|164|164|46|46|46
1366,76|35|40|12|12|116
1367,221
5466,299
5471,196
3428,77
5483,134
7534,87|222
1396,211|266
3646,9|9
1402,41|41
3451,109|214
1404,148|148|148
9600,160|160|160
1600,24
9604,227|140|24|24|283|283
9605,254|254
9606,254|269|4|77|280|281|17
9607,40|130
9608,2
9609,26|26
9610,27|53|27|53|128|119|128|140|128|6
9612,142|284|284|284
9613,25|25|80
9614,135|172
9615,2|164|46|46
9616,106|106
9617,87|87|87|84
9618,46|164|164|164
9620,231|231
9621,186|186|186|151
9622,209|57|4|4
9623,161
9624,62|188|67|205|116
5534,151|47|47|47|195|195|195
9634,254|128|128|120|120|120
9635,52
9636,290|159|33|176|81|101
9637,9|67|67|2|2|16|77
9639,131|200|290|50|24
9640,1|64
9641,205|205|149|273|172
9642,150|149|295|133|2|2
9648,102
9649,67|116
9650,178
9652,62|62|42|70|182
7605,18|18
1463,1|1
9656,236|236|245|245|245
9657,117|117|21|114|263|109|87|87|87
9658,79|79|38|38|8|8|162|36|36
9659,90|26|131
9661,9|9|17|17
9662,77|42|42|128|87|87|87|231
9663,91|21
9667,132|132|132|182
9669,139|139
9670,28|100|2|150|290|40
9671,57
9672,294
9674,4|21|132|132|132|7
9675,102|102|273
9676,124|122
9677,41|41|76
9678,87|87|294|294|2|76|76
9685,258|37|37|37|24|24
9687,7|149|290
9689,236|236
9690,60|202
9691,209
9692,143|143
9693,65
3553,46|164|164
3555,77
7654,60|60|60
9704,161|45|57
9706,128|128
9707,264|44
9708,227|224|224
3567,1
9713,291
9716,13|13
9871,35|35|161|3|3|3
9719,121|121|121|161|6
9722,40|40|40
9723,164|46
9724,152|164|46|62|138
9727,192
9731,149|149
9732,1|122|122|122
9736,160
9739,124|205
9741,2
9742,87|87|87|9
9743,110|44|115
9744,16|210|210|159|55|28|28|28
5649,46|46|46|15|164|164|164
9746,75|75|75|90|90|90
9747,76
9748,57|57|152|213|213|172
9750,76|214|214
9752,188|188|188|67|67|67|62|62
9753,149|148|148|265
9754,267
9755,11|11
9756,205|124|134|88
9758,115|4
9759,45|45|164|46|46|4
9761,214|86|66
9763,210|67|102|9|67|23|18|11|102|161
5669,161|42
9766,48|48|76|76|79|79|8|8
9770,2|110
9771,76
9774,2
9775,205
9776,151
9777,87|87|87
9778,260
9779,109|294|153|128
9780,180|229|229|229
9781,56
9784,2
9785,170|170|170|52|52|294|294|294
9786,196
9788,6|6|6
9790,195|81
9791,45|157
9794,87|87|87
9796,205
9798,12|12
9803,286|286
9804,2|2|161
9805,152
9806,195|151|254|47|128|128|128|46|46
9807,70|62
3669,191|191
9815,124
9816,160|160
9817,90|90|90|75|75|75
8463,115|46|164|2
9821,46|164|76|46|46|7|177|177|4|209
9828,90|90|90
5734,106|106|106|46|46|46|164|164|164
9834,133
3691,136
9837,37|37|37|224
9838,133|209|46|46|46|7|7|25|13|13
9841,63|50
9842,113|113|45|2|45|11|161|2|45|11
9843,152
9844,7|221|4
9846,2|243|115|115|115
9847,128|128|128|9|9|9|218|218
5752,44
9849,241
9852,77|278|278
9853,7|7|89|40|219|234|84|135|220|130
9855,183|190|49|18|149|162|162
9856,229|229|266|1
1665,3
9835,94|128|258
9860,41|41|41|2
9861,151
9863,66|57|265
9865,153
9869,224
9873,49|6|6
9874,126|128
7827,76|76
9879,153|141|76
9880,240|240
9881,92|143|9
9882,92
9839,1|291|231|231|231|64
9885,140
9886,57
9889,114|224
9891,122
9892,151|151
9893,76
9894,128|128|286
9895,168|168|63|156|156|156
9896,153|123|47|182
9897,11
9898,101
9899,71|71
9900,144|76
9904,156|64|219|219
9905,1|139|139|139|57|57
9906,298
9907,66
9908,179|205|3|3|3
9913,2
9914,282
9915,78|256
9922,294|294|87|87|84|6|62
9923,46|163|163|277|280|164|164|160
9926,114|114
9928,16|16
9929,162
9930,172
9931,97|172|172
9932,92
9933,66|161|139|139|12|12|12
9934,45|149
9935,2
9936,87|87|87
9848,28
9940,17
9941,80|80|80|123|123|123
9942,54
9943,76
9944,168
9945,46|46
5850,161
9947,88|88|2|2|166
9948,88|4|67|92|7|7|67|145|280|4
9949,76|76
5854,205|205
9951,278|13|161|4
9956,1|1
9957,276
9958,38|48|8
9960,259|88|9|9
1660,66|66|280
9962,41|41|41|47|17|195|238
9964,1|56
5869,269|224
9967,151
9968,45|195
9969,161
9972,261|286|18|126|17|113|62
9974,281|181|181|254
9977,161|200|145
9978,37|37|37|78|1|1
7807,206|206
5884,114|65|41|41|41|172|80|123|123
1790,27|27
9983,128|128|128
9984,9|104|104|104|290
9985,87|87|128|128|125|6|6
9986,113|113|262|9|1|114|150|1|234|282
9987,57|82|4|4|77
3845,2|156|156
3848,181|181|162|1|17|145
7945,52
9994,296|296
9995,141|161|143
9996,281|163|214
3714,254|153
9999,265
10000,294|294|294
10001,294|294|294
10002,205
9859,77
10005,2|54|143|112|185|85
10006,175
1815,12
10008,28|277|128|128|128|214
10009,2|141|141|81
10010,2
10013,206
10014,291
10017,179
10018,164|164|46|46|282|222
9813,1|1|1
7985,97|19
10034,76|76
1843,76
10036,1|161|64|64|64
10037,77|84|7|7|142
10038,214|214|214
10042,86
10043,7|7
10044,36|263|8|8|48|79
10045,128|294
8843,148|170|134
10052,161|161
2018,78|86|86|34|34|34
10064,84|84|84|269
1631,73
5983,9|255
10080,6|6|6
9872,206
5382,138|138|164
5988,239|89|172
1898,123
1900,57|57|6
10094,254
3963,44
10109,262
10111,291
8068,82|25|268
1937,48|38|8|194|264|79
1942,55|91
6041,87|87|87
3999,273|24
9883,87|87|87
6052,284|284|246|246
6054,94|17|17
8118,161
1976,66|170|170|170|219
5317,175
3745,247|247|247|150|150|74|74|74
4044,134
5454,41|41|41|260|294|78|87
2041,76|5
2011,269
4062,78|78|45|45|9
9819,229
4069,76|76
6122,37
3751,124|181|181|181|17
2037,15|78|2|2
6137,74|74|74
6144,214|168|168|152|152
10240,13
10241,123|80
10250,294|294|294|178|6|6|6
19,4|4
10261,45|45
10264,141|18|18|12|55|98
10265,128|87|87|87|128|135|173|15|15|128
10266,57|24
10267,172|12|283
10269,264|115|282|24|7|115|115|161|161|264
2078,134|134
8229,21|130|130|215|216|159
10278,216|2
10279,13
10280,19|76|76|114
10281,128|128|128|42|42|42
10282,291|291|291|51|51|51
10247,13|13|278|278
10286,6|6|15
10287,278|38|79|224|48|114
10290,150|15|265|2|181
10291,128|128|146
10293,222|46|164|164|78|19
10295,77|17|78
10298,84|42|139|1|182|139|1|42|261|265
60,15
10301,34|34|34|102|102|102
10302,114|224
10304,180|126|126
10305,128|161|6|297|172|9|6|87|151|87
10306,17
10308,97
10311,128|128|128|281|2|2|164|46|46|46
10312,22|22|86|15
10252,227|227
10314,121|196|56|56
10318,297|151|151
10253,241|241|241
2128,294|294|294|6|6
10321,297|198|116|163|163|127
82,161|84
10323,19|19|254
10324,246|246|140|284|284|243|243|24|6|64
10325,249|246|6|146|249|67|246|266|246|6
10326,161
10327,75|75
10328,228|228|228
10329,203|161|283
10330,294|294|294
10331,57
2140,152
10333,82|82
10336,251
10337,19
4194,246|246|284|284
10339,25
10342,71|71
10257,76|76|42|47
104,231
10345,97|142|142|9|9
10349,7|52|76
10351,184
10352,2
10353,262|265|161|24
10354,128|128|128
10355,42
10356,161
10357,10|17
2166,269|269|269|135|15
10360,76
4116,67|22
10365,269
10367,56|13|13
10368,246|229|179
10369,57
10370,254|219|195|76|76|273
136,161|161|161
10378,34|34|34|13
10234,187|19|185
2194,67|73|7
10387,294|294|294
150,262|57
152,24|1
153,265|80|146|199|123|123
157,35|57|144|173|82|172|46|99|298|164
10400,2
10401,25|114|224
4258,139|139|58|27|58|139|64|51|1|27
4263,161|172|25
2076,78
171,134|134|214|138|70|62|138|70|134|62
174,87|87|87
30,143|84
4287,54
2080,141|153
201,139|1|283|76|76|177|177|177|7|7
10446,22|22|22
10275,76|76
10277,76|12|240|262
2277,202
10478,114
4338,263|263
2294,224
249,123|181|181|8|8
6397,221|16
10259,291|76|78|151|51
8448,97
10283,45|57
10289,60
296,193|193|193
299,55
4403,39
10292,181|181|181
314,17|200
317,46|46|46|164|164|219
321,205|35|36|8|8|38|88|88
10294,284|246|246
337,192|286|286|286
4434,15|15|181|181|181
341,19|19|19|76|76
4154,164|46|46|268
6496,202
2048,76
361,1|1|69
8563,151|63
2427,64
382,268|13|278|6
6551,75|75|148|173|228
408,109|13
10309,181|280|25
6563,134|134|181|181|181
420,21|273
10107,1|77
2484,76|76
10313,234|97|151|2|2|1|1
4540,2
451,172
456,76
458,68|68|68|152
4516,114|44|44
2061,157|60
10317,151|151|151|262
2516,164
10319,87|87|294|294
476,265|210|260
6621,15|278
485,181|15|161|148|87|87|87
6640,92|46|164
4605,18|143|215
517,80|80
4614,164|161|161|161|46|46|46
4616,199
530,45|84
533,245|57|7
2584,78
539,112
7258,2
6686,222|222|222|46|46|46|297|137
10332,286|286
6699,151|251|251|45|45
6716,44|279|279|279|162|162|162
4679,24|161
588,114|2
10338,256
6740,39|18
4698,174|134|134|134|170
2151,57|57|57
8812,89|25|298
10344,6|138|138
4732,206|131
4736,21
794,284|246
689,124
6835,2
693,240|240|240|144|144
2742,15|298|137
10116,294|294|6|6|128|128|128|87|87
4796,17
4797,80|46|46|46|123
6850,228
717,94
10361,12|70|116
4827,80|170|170|123|240|240|166|166|60
1829,212
10363,74|74|74
750,222|41|41|19|161|161
4850,46|46|46
468,118
4860,208|208|208
2813,123|192|80
4866,148
2820,88
4894,213|86|39|39
6945,15
4906,161
10034,258
10376,76|181|298|76|181|19|4|181|17|17
4915,114
9016,148|148|46|46
833,164|19|19|46
4188,225|166
6997,4|4
10303,92
861,143|143
4964,275
879,87|87|128|128
883,21|21
884,123
892,19|19|126|34|34|34|180
7040,74
914,76|40|40|227
918,12|66
5015,82|82|82
7080,254|254|254|149
942,137|231|231
5050,13|35|104
3003,264
3006,134|134|134
978,7|13|11
5079,110|110|110
986,35|135|191|44|213|275
10063,48|36|79|44|8
991,164|164|164|46|46|46|2
1002,196
10127,122|144
3080,76
7177,205
5136,76|161
7193,19|19|19
1056,251|21
1059,265|80|4
7205,87|87|87
177,241
1065,239|7
5169,259|205
1077,57|76|46|46|46|164|164|164
1080,246|246
7230,6|231|231
10402,168|168|168
7243,263|263
7248,44|140
1107,252
9306,130|12
1118,229|229|180
7263,191|35
4966,80
9318,236|236|211
1142,62
10089,47|7|58|58|294
10092,17|17|4|4|4|16|2|2|2
3214,86|86
5274,126|19
10095,62|40|25|102|102|23|23|23
10096,139
1189,62|236|236
1194,12
5303,170|124|124|109|34|34|34
7354,112|76|130|144|176|170|170|170|94
3261,76
3270,278|278
1234,115
1238,4|79|8|48|164|46|194|36
5342,60|60|60|224|169|169|169
2019,73|73|73|267|220
10108,87|87|87|128
9454,35|124
3316,153
6135,152|15|284
5368,4
1281,1|1
7431,4
9480,15
1291,50|71|101|1|239|156
10114,48|179|179|114|114|89|89|261
7444,114|80|172|123
5403,95
10117,113|113|128|128|128|46|106
5417,219
5420,2
1326,296|187|187|187|85|85|85
3382,76|41|41
1339,7
1351,2
7023,2
1364,161
1368,152
9562,195
10343,57|57|37|37|37|286|139|139|278
9577,116|138
1393,161|162
1396,15|15|48|8|8
5694,139|133|149|133|139|290|101|139|290|149
10132,76|76
3451,124
1407,161|151|6|6
5504,76|76
3464,6|6
7562,19|19
3472,231
5700,162|162|44
3486,78|78|148|148
8261,269
8084,240|240
5580,260
1486,19|29|107|11
1495,164
9702,161
1514,2
1005,76|76
3567,109|109|2
3574,202|176
1527,2|2
1532,76|76
9732,198|161
3589,179
9737,2
5662,224
10226,84|84|57|57|137|262
3646,2|2
1613,26|26
9814,92|265
4214,192|229|229|78
9842,8|3|36|269|77|243|2|8|36|269
9847,128|128|128
5773,47
1698,76
10182,201
3750,76|76
5801,294|294|294
3763,231
1717,46
3769,76|76
1729,22|22
6137,2
10083,46|164
7913,94|216
1962,294|87|87|164
3836,2|2|47|47|17
5893,101
10199,106|152
1808,35
10153,16|18|18|179|15|195
2106,60
5908,186|102|102|13
7968,8|8|38|79|194
10019,22|22|22|42|42|121|121|121
10020,209|2|2|265|265|265
10021,67|224|40|40|39|114|70|224|67|138
10022,170|46|188
10025,137
10026,89|255|206|175|175
10027,145|265
10028,259|224
10029,40|45|99|18|18|235
10031,283|283
10032,183
10033,1|50|151|9
1842,217|68|41
5940,216
10046,6|87
10047,71
10048,2
10049,69|157|200
10050,101|216|180|131|131|290|290|258|258|258
10051,284|246
10055,179|2|2
10056,71|71|64|225|7
10058,157|157|209|209|46|46|46
10060,84|225
10061,105|4|4|4|148|140|179|281|281|281
10062,49|113
10065,7|161|209
10067,172|9|42
10068,286
10069,286|286|286
10070,152|181
10072,49|49|190|55|16|279
1881,115
10074,76|172|214|239|214|36|3|3|76|36
10075,6|6|6|87|87|87|286|286
10076,161|161|64|64|45|45|1|1|1|224
10077,17|139|139|50
10078,164|164|114
1891,76|76
10084,182|45|151|198
10085,76|92|7
10086,38|38|161|8
10088,168|168|16|16|16
10090,172
10091,153|251|172|35|35|35|229|76|1|260
10093,219|4|19
3952,16|261|194|180|2|115|134|40|40
10097,254|254|254|47|114|6|6|6
10098,144|144|132|132|132|195|152
10099,128|206
10100,116|47|152|67
10101,246|246|246|262|262
10102,45|45
10103,161
10105,12|12|12
10112,68|68
6018,153|186|186|186|76|76|172
10115,8|8|87|87|6|6|128
1925,298|56|139|139
10121,25
10122,82|82|173
10123,225|225|225
10124,3|3|4|76|151|80|66|66
10126,4|24
1935,15
10129,106
3986,119|53
10131,278|57|57
3988,295|2|2
10133,76|195|179|2
10138,68|62|269
10139,97
10141,55|55
10142,161
10143,46|46|46
10145,159
10146,87|87|87|25|25|11
10149,87|87|128|128
10152,199
5788,141|218
10155,19|19|19|148
10156,164|46
10157,205|260|260|260
10160,153|206
10161,280|19|19|19
10162,231|231|231
10163,70
10165,134|134|134|101
10166,17
10167,206|76
1976,170|170|170
10169,140|213
10171,0|0|0
10172,45
10174,136
10176,7|77
10177,117
10178,87|87|87
10179,42|42|42
10180,7|254|137
10181,53|53|159
6086,183|183|164|164|62|46|46
10183,3|3|46
10184,135|135|172
10185,112|124|25
10186,166
6091,2
10189,151
10191,128|128|128
10194,141|1
10195,179|55|55
10196,18|18|76
10197,50|182|142
10198,78|10
10200,87
10201,277|277|260|231|135|175|88
10203,128|128|128
10204,161|182
10205,283
8159,231
10208,76|76
10209,260|19|19|76
10212,45
10213,90
10214,69|56
10215,116
10217,219
10218,25|25|25
10219,46|46|46|164|164|106
10220,78|289|289|289|168|34|34|34|114|114
10221,216|222|4|206|114|224
10222,201|201|201
10224,231|115
10225,192
10270,201|201|30
10228,168|168|168
10229,262|262|262
10230,13|13
10233,119|119|119|196|53|53|53
2042,76|76|228|105
10235,172
10236,19|39|162|181|181
10238,289|184
9216,28|28
2056,137
2058,164|262|46
21,12|139|139|9
6176,55|55
38,280|198|77|42
2087,87|87|87
10588,246|284
2098,18|18|147|46|46|46
2100,121|121|25
6204,227
63,76|76
68,164|95|46|46|46
2401,155|57
75,105|105|297
76,17|17|76
80,298|219|106|106|137
85,149
89,57|141|7|151
90,252|252|252
104,184
10599,1|1|7|7|161
109,138|138|183|183|183
2067,269
117,164|164
2166,113|218|218|99
10373,233|162
138,152
10380,181|181|181|294|294|294|87
10381,261|243|243|243|161|88|259
10382,15|246|57|236|13|138|15|138|246|236
6287,87|87
10384,279|49
10390,298|39|92|228
10392,258|216|216|218|218|282|282
10393,51|51|51|161
10394,9|283|13
2204,164|164|161|161|161|262|262|262|46|46
10397,46
10399,62|31
10404,40|38|38|161
10406,142|90|149|2|6|6|6
10407,26|26|10|40|164
10408,299|299
10410,87|87|7
10412,17|281|152|7|175|76|57
10413,87|87|87|294|294|294
10414,99
10415,2
10419,273|1|19
10420,210|210
10422,188
10423,240|200|290|25|206|200|206|206|290|25
10424,16|115|268|87|87|87
10425,216|9|76|30|217
10426,152|184
10427,70|70|70
10428,164|164|164|254|76|46|46|46
2237,175|183|94
10430,294
10433,6|6|6|4|4|4
10434,6|6
10435,294|6|6
10436,156|156|281|281
10437,199
10438,3|3|3|88
10440,89|84|84|52|52|52
10441,127|127|163|163|278
10442,31|208
203,205|151
10444,161|7|139|139|17
10445,194|126|8|8|36|114
10447,114
10450,76
10451,175|175
10452,238|50|1
10454,113
10455,15
10456,155|155
10457,84|151
10458,80|123
10459,42|88
10460,185|236
10462,50
10463,7
10464,78|57|57|77
10466,238|21|200|200
10468,68|68|68
10471,284|284|9|26|26|246
10472,145
10474,149|41
10475,9|9|41|41|41|150|150|150
10476,67|12|62|25|25|222|89|76|76|76
10477,39|39
10480,161|175
10482,120
8436,157|41|41|41|161|161
10485,6|6
10486,6|6|6
10487,46|46|57
10488,76|76|42
10489,21
10490,133|99
10492,34|34|34|84
10493,2|25
10494,124
10495,274|151|151|179
10497,140|140
10498,13|13
10500,18|68|45|41
10506,183
10510,87|87|87|6|6|6|12
10511,294|294|294|106|106
10513,19
10515,47|192
276,151
10518,113
10519,157|157
10520,240|6|6|6|87|87|12
10521,73|149|157
10523,128
10527,87|87|87
2336,2
10529,152
10531,128|128|128
10532,4|4
10533,161|161|161|146
10534,175|22|205
10537,13|13|277
10539,137
10541,52|52|105
10542,209|209|161|161|161
10544,172|82|82
10546,87
309,198
10550,132|195|248
10551,175|234
10552,26|183
313,105
316,148|148|241|46
10559,46|46
10561,265|88|78|16|81
10562,113|113
10564,6|6|6|2|2
10566,11|11|3|3|18|18
10567,176|45|45|218
10568,123|17|100|80
10569,265
10570,208
10572,162|162|21
10573,114|228
10574,191
10578,68
10580,26
10582,215
10583,195
10584,65
10586,87|87|87
10587,34|34|34|296
10589,133
10591,259
10592,7|172|105|105|65|156|156|156|166
10593,114|34
10594,76|151
10595,7|7|273|273
356,211|233|275|153|145
10597,31
10598,44|2|229|229|102|102|257
6503,151
10600,172|25
10602,240|201
10603,7|209|140
10604,294|294|222
10605,57|57|24
10606,160|160|160
10608,152
4465,298|65|13
10611,46|46|172|260
10613,112|183|15|15|137
10614,25|231|11
2424,150
10617,210|210|210|50
10618,224
10619,84|73|269|269
10621,102|11|87|87|124|161
10622,281|25|46
10623,77|186
10624,87
10626,11
10627,87
388,18|18|6|144|41|41|41|114
10630,240|135|259|199|133|13|146
10631,40|224|195
10632,57|57
10634,42|42|57
10636,102|102|102|100|112
10639,76|76
10641,294|294|294|87|87|87
10642,37|37|37|34|34|34
10643,46|115|115|164|19|179|128|128|128
10650,76|279
412,94|221|146
10656,257
10658,25|25|175
10659,175
2470,206
8615,17|254|109
10664,25
2460,49|219|46
10666,102
10668,172|135
10669,6|284|294|294|294|37|37|37
10653,240
10676,233|161|161
10678,4|52|52|52
10679,13|290|260|297|42|161
10680,186|186|186
10681,188
10683,2
10687,152
10689,46|46|46|78|164
10690,68|68
10702,21|21|21|39|175
10703,140|15
10704,212
10705,137|298
10706,6|22|22
10707,92|106|106|106|294
10712,87|87|87
4569,55|124
10714,130|87|87|87
475,240|70|70|67|116
10717,66|66|295|295
4579,153|268
10662,59
10729,24|24
10730,77
10663,243|243|21|110|110|114
6636,161|161
6637,206
494,172
10746,163|4|127|127
2561,152|164|164|148|46|46|46
2562,52|52
526,193
1453,175|70
2580,146
10671,149
10780,84|95|95|95
8734,233|175
10785,94
547,280|280|205
2602,100
10797,87|87|87
1459,224|164|164|164
4660,193
2613,32|32
566,164|46
6716,65|65
6922,228
581,205|205|24
4678,142
583,47|206
2637,3
2643,105|248|248|38
782,242
10682,141|219|219|219
613,294|294|294|128
616,2|164|4
619,173
6767,19
8817,152
4733,42
4755,124|8|8|192
2716,63|63
6814,15|217|166|211
4771,80
706,47|151|2|2
10701,97|55
2774,294|4|4
727,78
2778,80|123|69|92|123|11|92|80|172|11
6878,209
4834,145
2798,233
756,51|291|88|88
770,38
10507,262|262|262|222|222|222
2822,260
10596,133|255|71|258
2830,6|178
4879,248|131|161|161
10713,87|87|134|6|6|6|25|294|294
794,141
10374,47|44|265|297|179|106|268|268|92|227
808,2|2|17|17
4907,235|134|134|181|4
2877,265
6974,25|25|3|3|3
2879,87|87|87|52|294|294|294
141,149|17|219
2902,2|227
4802,4|262|262|59
864,188|62
879,35|35|35
9081,82
7038,265|265
2946,47|206|137|100|215|135
10731,220|11
5005,7|2|1
2965,87|87|294|294|294
921,42|205|26|94|161
925,19|19|19|2|2|2|233
8347,124
934,178|120|120
10396,144|144|144
157,13|148|82|15|138
2993,141
373,172
973,277
981,137|148|148
1189,267|51|51
996,246|246|246|280|280
7147,19
5104,298
1027,297|84
3077,162
3080,105
5132,78
9230,25|114|114
7185,61|227|192
1042,7|7
7191,12|12|12|31|31|31|61
516,264|79|79|8|8|28|28|28|48|115
3098,100|100|100|9
1067,94
5176,21
6719,46|151|151
7226,26|161
5192,185|1|166|85|85|4|65
5199,12|12
7248,224|77|77|77
3162,181|181|181|105|105
4284,15|65|65
3943,41|41|41|178
3193,2
1146,143
7293,46|46|164|164
3201,233|161|161|161|17
9350,243|243|116|21|51|70|202|61
1159,7
1161,199|146|205|39
10609,128|128|128|222|222|222|7|7
7328,267
1200,96|184|184|220|172|154|88
1208,12
7356,76|76
9406,46|161|164|137|137
10443,174|174
8565,75
887,294|294|294
3286,267|11|29
7392,192|168
3300,146|205|8|8|36
4679,161|282|57|57
5366,45|52
7419,2
5377,162|152|224|57|144|24|130|114
9482,249|46
9483,47|47|269|269|269
5388,164|164|137|46|46|46
7437,76
1294,137|0
1307,42
221,46
1331,152
7518,17|17
2280,137|7|233|46
9613,152|152
10481,179|61|126
6044,292|35
1451,162
2290,261|263|2|2|34|34|34|180
1267,151
6870,135|7
244,274|274|274
3536,179|298
249,110|110
10484,183
3561,87|87|87|160
9712,60
5626,22|168
1534,205
9737,115
1548,26
1549,168|168
8453,4|4
6406,162
7729,76|101|101
1588,46
3646,146
9809,3|3|9|9
1618,63|63|64|64|64
9811,64
6416,39|39
5732,233
3690,71|71
10516,76|76
279,2
1690,46|76|76|264|179|17|17|17|122|186
7844,104|85|85|185|185|187|187|126
5799,23|107|241|241|11|124
5813,182
5819,62|138
5822,149|225
10628,175
1745,152
5852,137|149
1758,11|274|224|13|13|172
3807,87|87
1764,87|87|87
5861,47
3814,297|11|6|6|19|55
7921,6
7926,162
3835,2|2|21
1802,41|0|0|0|25|25|77
3851,151|292|12|76
3858,96|141
10009,52|52|262|262|262|4|41|41|41
303,164|164|164|57|57|12|195|19|19
3873,76
2011,151
10545,22|22|22
10034,15|15
10549,92|158|7|7|87|87|87
5956,196
1864,124
1874,15
10553,209|209|209
10554,89|161
10078,181|114|224
10633,137|231|80|123
10556,161
10429,28|146|25|175|70|62
6883,274|280|280|280|140
8068,82|211|240|49|15|240|128|85|19|19
6022,149
1928,2
8074,143|143
1935,15|15
3984,278
10563,141|4|198|22|22|45
1944,149|137
8092,101|178
6050,124|105
4005,233|78
1962,87|87|294
1974,53|53|119|119
6078,4|206|255|114|168
10190,168
10193,106|89|2|19
10575,77
8164,96
4095,2|296|227
10923,137
14,65|17
4781,175
16,19|2
4121,130|164
10912,52|52
10929,219|265|224|274|49|151|49|114|17|49
6201,57
10298,179|227|286|286|60|264|151
10299,29|29|29|16|282
62,7|7
69,48|166|115
2120,110
2132,92|92
85,281|286|286|106|106
2404,122|192|227
4188,49|71
4794,7|101
699,123|80
6248,9|112|112|7|24
10940,63
110,258
112,233
6846,76|76
119,64|1
2177,92
8326,262|262
141,70|188
2194,235
